planner,scenario,query_id,run,seed,success,planning_time_s,solve_time_s,error,num_waypoints,joint_path_length,cartesian_path_length,smoothness_geom,smoothness_jerk,clearance,path_valid
curobo,cluttered,16,1,42,True,0.05559091499890201,0.044293880462646484,,74,4.660464925771908,1.5455558042649893,10.315146086613392,1101.6694704188471,0.11250000000000002,True
curobo,cluttered,16,2,42,True,0.05528986999706831,0.04410958290100098,,75,4.656483692769798,1.5395470072872537,117917.09996268607,1102.354640852265,0.11250000000000002,True
curobo,cluttered,17,0,42,True,0.054941852009505965,0.043886661529541016,,64,3.6429469503665235,1.0008240452066617,1.1046043021904939,521.8438920840651,0.029897937995001025,True
curobo,cluttered,17,1,42,True,0.055762667005183175,0.04463839530944824,,69,4.666696947968096,1.101242633543621,60504.82201099051,912.2455124670697,0.02989793400719358,True
curobo,cluttered,17,2,42,True,0.05641617400397081,0.04525637626647949,,65,3.642549675633801,1.0131525211421075,0.4730532522374762,499.19384727424307,0.029897937995001025,True
curobo,cluttered,18,0,42,True,0.05669578700326383,0.045651912689208984,,94,6.158292312938265,0.9940527124739937,1.0641618011759457,5579.150932158088,-0.12086289920714047,False
curobo,cluttered,18,1,42,True,0.054272476001642644,0.04322957992553711,,46,2.1198585704143067,0.47910683104120255,20.186302757279538,110.53443138726524,-0.045338568960482786,False
curobo,cluttered,18,2,42,True,0.05721906000690069,0.04605698585510254,,84,5.436127421530813,0.4317240862535787,1.0412924797792384,1650.5649994342232,-0.043058164847737876,False
curobo,cluttered,19,0,42,True,0.05494339299912099,0.04381561279296875,,64,3.3266468128126374,1.6173455419913894,31.24888752608699,511.2934953924158,0.055732370304866566,True
curobo,cluttered,19,1,42,True,0.05635490499844309,0.044991493225097656,,64,3.3266468128126374,1.6173455419913894,31.24888752608699,511.2934953924158,0.055732370304866566,True
curobo,cluttered,19,2,42,True,0.05648401900543831,0.04540753364562988,,64,3.3259337452387125,1.6208876626703546,23.255912853848248,504.7917439711661,0.05174478049739405,True
curobo,cluttered,1,0,42,False,0.01944056099455338,0.012144088745117188,MotionGenStatus.FINETUNE_TRAJOPT_FAIL,0,,,,,,False
curobo,cluttered,1,1,42,True,0.09482330401078798,0.07084131240844727,,88,5.1275432782517045,0.8955919521374591,52.05268486010488,3807.179422371092,0.052232926048911846,True
curobo,cluttered,1,2,42,True,0.05719424900598824,0.045833587646484375,,88,5.1275432782517045,0.8955919521374591,52.05268486010488,3807.179422371092,0.052232926048911846,True
curobo,cluttered,2,0,42,False,0.007845668005757034,0.004904270172119141,MotionGenStatus.IK_FAIL,0,,,,,,False
curobo,cluttered,2,1,42,False,0.007783448992995545,0.0049037933349609375,MotionGenStatus.IK_FAIL,0,,,,,,False
curobo,cluttered,2,2,42,False,0.0077971770078875124,0.0049285888671875,MotionGenStatus.IK_FAIL,0,,,,,,False
curobo,cluttered,3,0,42,True,0.053806354000698775,0.04240894317626953,,62,3.9286999324559306,1.5727652425998566,1.0261129338903958,493.17671960677797,-0.0805003747867171,False
curobo,cluttered,3,1,42,True,0.05476680799620226,0.043451547622680664,,57,3.731615223695289,1.6712940969873404,11.260743311283669,425.4419394208848,0.05911417718659749,True
curobo,cluttered,3,2,42,True,0.05477960700227413,0.043303489685058594,,85,4.601205484490749,1.2711687154658247,2.563444555199993,1321.3160126243295,-0.09130758373782781,False
curobo,cluttered,4,0,42,True,0.05643047999183182,0.04502987861633301,,64,4.859195967091585,1.1275548463075233,0.8731007278973578,939.1942305618296,0.03034468994321632,True
curobo,cluttered,4,1,42,True,0.057550839002942666,0.04604315757751465,,130,6.235356140401307,2.1130164311503865,31.397824483426742,43697.251428932286,-0.13683857651812525,False
curobo,cluttered,4,2,42,True,0.056526733009377494,0.04499554634094238,,71,4.6552746832710215,1.0856687566359575,7.440071730327897,1079.8674584123141,0.02292944905737998,True
